X,Y,u_数值解,u_解析解,abs_误差
0.64,0.41000000000000003,-12.8794333719359,0.8688997051127986,13.748333077048699
0.65,0.41000000000000003,-12.682710061517476,0.8556279390750501,13.538338000592526
0.66,0.41000000000000003,-12.473470447469452,0.8415117715626473,13.3149822190321
0.67,0.41000000000000003,-12.251921024030425,0.8265651335286599,13.078486157559086
0.68,0.41000000000000003,-12.018280433734347,0.8108027755002973,12.829083209234645
0.6900000000000001,0.41000000000000003,-11.772779251635669,0.7942402530219216,12.56701950465759
0.7000000000000001,0.41000000000000003,-11.515659757760172,0.776893911303601,12.292553669063773
0.71,0.41000000000000003,-11.247175698004977,0.7587808690903625,12.005956567095339
0.72,0.41000000000000003,-10.967592033723003,0.7399190017680559,11.70751103549106
0.73,0.41000000000000003,-10.677184680237602,0.7203269237225082,11.39751160396011
0.74,0.41000000000000003,-10.376240234546277,0.7000239699693696,11.076264204515645
0.75,0.41000000000000003,-10.065055692483138,0.6790301770727895,10.744085869555928
0.76,0.41000000000000003,-9.743938155620121,0.6573662633717454,10.401304418991867
0.77,0.41000000000000003,-9.413204528195962,0.6350536085335438,10.048258136729507
0.78,0.41000000000000003,-9.07318120437114,0.6121142324546713,9.685295436825811
0.79,0.41000000000000003,-8.724203746116036,0.5885707735298126,9.31277451964585
0.8,0.41000000000000003,-8.36661655205068,0.564446466310491,8.93106301836117
0.81,0.41000000000000003,-8.000772517563615,0.5397651185753682,8.540537636138982
0.8200000000000001,0.41000000000000003,-7.627032686546871,0.5145510878348444,8.141583774381715
0.8300000000000001,0.41000000000000003,-7.245765895090164,0.488829257293133,7.734595152383298
0.84,0.41000000000000003,-6.857348407485604,0.4626250112915454,7.31997341877715
0.85,0.41000000000000003,-6.462163544900301,0.4359642102572067,6.898127755157508
0.86,0.41000000000000003,-6.060601307083715,0.4088731651819416,6.469474472265657
0.87,0.41000000000000003,-5.653057987483704,0.381378611656497,6.034436599140201
0.88,0.41000000000000003,-5.239935782152486,0.35350768348574557,5.593443465638232
0.89,0.41000000000000003,-4.821642392828525,0.3252878859108932,5.146930278739418
0.9,0.41000000000000003,-4.398590624585378,0.29674706846512955,4.695337693050507
0.91,0.41000000000000003,-3.97119797844336,0.26791339748949816,4.2391113759328585
0.92,0.41000000000000003,-3.5398862393457615,0.23881532833612154,3.778701567681883
0.93,0.41000000000000003,-3.1050810599068477,0.20948157728620073,3.3145626371930486
0.9400000000000001,0.41000000000000003,-2.6672115403436747,0.17994109321051618,2.847152633554191
0.9500000000000001,0.41000000000000003,-2.226709805006343,0.1502230290003843,2.3769328340067273
0.96,0.41000000000000003,-1.7840105759244187,0.12035671279727515,1.9043672887216938
0.97,0.41000000000000003,-1.3395507437893865,0.0903716190494767,1.4299223628388633
0.98,0.41000000000000003,-0.8937689367960577,0.06029733942437461,0.9540662762204324
0.99,0.41000000000000003,-0.44710508776872615,0.030163553605046262,0.4772686413737724
1.0,0.41000000000000003,0.0,1.1760205884056828e-16,1.1760205884056828e-16
0.0,0.42,0.0,0.0,0.0
0.01,0.42,-0.45096460148602124,0.030423932321343345,0.48138853380736457
0.02,0.42,-0.9014841553534456,0.06081783989461139,0.962301995248057
0.03,0.42,-1.3511140531942782,0.09115172760253025,1.4422657807968084
0.04,0.42,-1.799410564586061,0.12139565956018686,1.9208062241462478
0.05,0.42,-2.245931274998091,0.15151978865813315,2.397451063656224
0.06,0.42,-2.6902355223988264,0.1814943860178796,2.871729908416706
0.07,0.42,-3.1318848321358264,0.21128987033070926,3.3431747024665355
0.08,0.42,-3.570443349659104,0.24087683705085763,3.8113201867099615
0.09,0.42,-4.00547827065904,0.2702260874142498,4.27570435807329
0.1,0.42,-4.436560268192336,0.29930865725415495,4.735868925446491
0.11,0.42,-4.863263916374388,0.32809584558532245,5.19135976195971
0.12,0.42,-5.285168110221506,0.35655924292838864,5.641727353149895
0.13,0.42,-5.701856481230348,0.38467075934660366,6.086527240576952
0.14,0.42,-6.11291780828471,0.41240265216720723,6.525320460451917
0.15,0.42,-6.517946423482588,0.43972755336009717,6.957673976842685
0.16,0.42,-6.916542612481616,0.46661849654677173,7.383161109028388
0.17,0.42,-7.308313008967645,0.49304894361288837,7.8013619525805336
0.18,0.42,-7.692870982858411,0.5189928108981795,8.21186379375659
0.19,0.42,-8.069837021860659,0.5444244949378754,8.614261516798534
0.2,0.42,-8.438839106004076,0.5693188977302336,9.00815800373431
0.21,0.42,-8.7995130747816,0.5936514515052354,9.393164526286835
0.22,0.42,-9.151502986532108,0.6173981429700099,9.768901129502119
0.23,0.42,-9.494461469710663,0.6405355370070542,10.134997006717716
0.24,0.42,-9.828050065700824,0.6630407998018651,10.491090865502688
0.25,0.42,-10.151939562831895,0.6848917213771575,10.836831284209053
0.26,0.42,-10.46581032127214,0.7060667375114301,11.17187705878357
0.27,0.42,-10.769352588476004,0.7265449510202493,11.495897539496253
0.28,0.42,-11.062266804873321,0.7463061523792464,11.808572957252567
0.29,0.42,-11.344263899497886,0.7653308396684787,12.109594739166365
0.3,0.42,-11.615065575264538,0.7836002378184705,12.398665813083008
0.31,0.42,-11.8744045836138,0.8010963171389387,12.675500900752738
0.32,0.42,-12.12202498825389,0.8178018111119211,12.939826799365813
0.33,0.42,-12.357682417739692,0.8337002334317453,13.191382651171438
0.34,0.42,-12.581144306638922,0.8487758942750214,13.429920200913944
0.35000000000000003,0.42,-12.792190125046547,0.8630139157846034,13.655204040831151
0.36,0.42,-12.990611596220834,0.8764002467522389,13.867011842973072
0.37,0.42,-13.176212902126371,0.888921676485414,14.065134578611785
0.38,0.42,-13.348810876682016,0.9005658478447125,14.249376724526728
0.39,0.42,-13.508235186523885,0.9113212694388209,14.419556455962706
0.4,0.42,-13.654328499104667,0.9211773269651432,14.57550582606981
0.41000000000000003,0.42,-13.786946637962865,0.9301242936848375,14.717070931647703
0.42,0.42,-13.905958725007457,0.9381533400219317,14.844112065029389
0.43,0.42,-14.011247309678037,0.9452565422770496,14.956503851955087
0.44,0.42,-14.10270848485334,0.9514268904471455,15.054135375300485
0.45,0.42,-14.180251989394833,0.9566582951435306,15.136910284538363
0.46,0.42,-14.243801297224476,0.9609455936013647,15.20474689082584
0.47000000000000003,0.42,-14.293293692847762,0.9642845547746816,15.257578247622444
0.48,0.42,-14.328680333246501,0.9666718835119211,15.295352216758422
0.49,0.42,-14.349926296080048,0.9681052238078452,15.318031519887892
0.5,0.42,-14.35701061414806,0.9685831611286311,15.32559377527669
0.51,0.42,-14.349926296082584,0.9681052238078452,15.318031519890429
0.52,0.42,-14.328680333248894,0.9666718835119211,15.295352216760815
0.53,0.42,-14.293293692847229,0.9642845547746816,15.257578247621911
0.54,0.42,-14.243801297221026,0.9609455936013646,15.20474689082239
0.55,0.42,-14.180251989391422,0.9566582951435305,15.136910284534952
0.56,0.42,-14.102708484853189,0.9514268904471455,15.054135375300334
0.5700000000000001,0.42,-14.011247309681597,0.9452565422770497,14.956503851958647
0.58,0.42,-13.90595872501186,0.9381533400219318,14.844112065033793
0.59,0.42,-13.786946637964403,0.9301242936848375,14.717070931649241
0.6,0.42,-13.654328499102078,0.9211773269651433,14.575505826067221
0.61,0.42,-13.508235186519315,0.9113212694388209,14.419556455958135
0.62,0.42,-13.348810876679183,0.9005658478447126,14.249376724523895
0.63,0.42,-13.176212902127222,0.8889216764854141,14.065134578612636
0.64,0.42,-12.99061159622405,0.8764002467522388,13.867011842976288
0.65,0.42,-12.792190125048894,0.8630139157846035,13.655204040833498
0.66,0.42,-12.581144306638372,0.8487758942750212,13.429920200913394
0.67,0.42,-12.357682417736992,0.8337002334317453,13.191382651168738
0.68,0.42,-12.122024988251995,0.817801811111921,12.939826799363917
0.6900000000000001,0.42,-11.874404583614758,0.8010963171389386,12.675500900753697
0.7000000000000001,0.42,-11.615065575267572,0.7836002378184705,12.398665813086042
0.71,0.42,-11.34426389950007,0.7653308396684789,12.10959473916855
0.72,0.42,-11.062266804872266,0.7463061523792464,11.808572957251512
0.73,0.42,-10.769352588472197,0.7265449510202493,11.495897539492447
0.74,0.42,-10.465810321268638,0.70606673751143,11.171877058780067
0.75,0.42,-10.151939562831753,0.6848917213771575,10.83683128420891
0.76,0.42,-9.828050065704293,0.6630407998018653,10.491090865506159
0.77,0.42,-9.494461469714876,0.6405355370070542,10.13499700672193
0.78,0.42,-9.151502986533522,0.6173981429700102,9.768901129503533
0.79,0.42,-8.799513074779222,0.5936514515052354,9.393164526284458
0.8,0.42,-8.438839106000325,0.5693188977302337,9.008158003730559
0.81,0.42,-8.069837021859167,0.5444244949378753,8.614261516797042
0.8200000000000001,0.42,-7.692870982860599,0.5189928108981795,8.211863793758779
0.8300000000000001,0.42,-7.308313008971425,0.49304894361288815,7.801361952584314
0.84,0.42,-6.916542612483424,0.466618496546772,7.383161109030196
0.85,0.42,-6.51794642348079,0.4397275533600973,6.957673976840887
0.86,0.42,-6.112917808281167,0.4124026521672074,6.525320460448374
0.87,0.42,-5.701856481228655,0.38467075934660366,6.0865272405752595
0.88,0.42,-5.285168110223598,0.35655924292838886,5.641727353151987
0.89,0.42,-4.863263916378604,0.3280958455853224,5.191359761963926
0.9,0.42,-4.436560268194884,0.29930865725415506,4.735868925449039
0.91,0.42,-4.005478270657573,0.27022608741424964,4.275704358071822
0.92,0.42,-3.5704433496550063,0.24087683705085766,3.811320186705864
0.93,0.42,-3.131884832132984,0.211289870330709,3.3431747024636933
0.9400000000000001,0.42,-2.690235522400039,0.18149438601787957,2.871729908417919
0.9500000000000001,0.42,-2.2459312750024285,0.15151978865813326,2.397451063660562
0.96,0.42,-1.7994105645896716,0.12139565956018714,1.9208062241498587
0.97,0.42,-1.3511140531939554,0.09115172760253029,1.4422657807964856
0.98,0.42,-0.9014841553496351,0.06081783989461159,0.9623019952442466
0.99,0.42,-0.4509646014823926,0.030423932321343293,0.48138853380373586
1.0,0.42,0.0,1.1861722679842032e-16,1.1861722679842032e-16
0.0,0.43,0.0,0.0,0.0
0.01,0.43,-0.45437906758342983,0.030654286289565076,0.4850333538729949
0.02,0.43,-0.9083097178828494,0.06127832049949918,0.9695880383823486
0.03,0.43,-1.361343976149998,0.09184188040532157,1.4531858565553195
0.04,0.43,-1.8130347522694132,0.12231480346338854,1.9353495557328018
0.05,0.43,-2.2629362819804686,0.15266701657768228,2.415603298558151
0.06,0.43,-2.7106045667909253,0.1828685657783261,2.8934731325692513
0.07,0.43,-3.155597812149737,0.21288964578253633,3.3684874579322734
0.08,0.43,-3.597476863446634,0.24270062940883752,3.8401774928554717
0.09,0.43,-4.035805639406396,0.27227209681551434,4.308077736221911
0.1,0.43,-4.470151562448494,0.30157486453444277,4.771726426982937
0.11,0.43,-4.900085985587454,0.3305800142716504,5.230665999859104
0.12,0.43,-5.325184615454336,0.35925892144618066,5.684443536900516
0.13,0.43,-5.745027931023026,0.38758328343909887,6.132611214462125
0.14,0.43,-6.1592015976282335,0.41552514752475955,6.574726745152993
0.15,0.43,-6.567296875864926,0.4430569384567722,7.010353814321698
0.16,0.43,-6.968911024964644,0.47015148568144055,7.439062510646084
0.17,0.43,-7.363647700250756,0.49678205015181803,7.860429750402575
0.18,0.43,-7.751117344281777,0.5229223507159194,8.274039694997697
0.19,0.43,-8.130937571297684,0.5485465900530447,8.679484161350729
0.2,0.43,-8.502733544589535,0.57362948013262,9.076363024722156
0.21,0.43,-8.86613834641912,0.5981462671704307,9.464284613589552
0.22,0.43,-9.220793340122508,0.6220727560576185,9.842866096180128
0.23,0.43,-9.566348524040121,0.6453853342383312,10.211733858278452
0.24,0.43,-9.90246287692503,0.6680609950124664,10.570523871937496
0.25,0.43,-10.2288046944897,0.6900773602405058,10.918882054730206
0.26,0.43,-10.545051916758833,0.7114127024280371,11.25646461918687
0.27,0.43,-10.850892445904577,0.7320459661681683,11.582938412072746
0.28,0.43,-11.146024454249654,0.7519567889206722,11.897981243170326
0.29,0.43,-11.430156682134413,0.7711255211073546,12.201282203241767
0.3,0.43,-11.703008725354247,0.7895332455038164,12.492541970858063
0.31,0.43,-11.964311311884327,0.80716179590847,12.771473107792797
0.32,0.43,-12.213806567618608,0.8239937750703864,13.037800342688994
0.33,0.43,-12.451248270860898,0.8400125718582825,13.291260842719181
0.34,0.43,-12.67640209531643,0.8552023776537013,13.53160447297013
0.35000000000000003,0.43,-12.889045841343794,0.86954820195221,13.758594043296004
0.36,0.43,-13.08896965523918,0.8830358871572188,13.9720055423964
0.37,0.43,-13.275976236336035,0.895652122551818,14.171628358887853
0.38,0.43,-13.449881031716426,0.9073844574348496,14.357265489151276
0.39,0.43,-13.61051241834253,0.9182213134082464,14.528733731750776
0.4,0.43,-13.757711872428303,0.9281519958035117,14.685863868231815
0.41000000000000003,0.43,-13.89133412588398,0.9371667042360675,14.828500830120047
0.42,0.43,-14.011247309678334,0.9452565422770496,14.956503851955382
0.43,0.43,-14.117333083976918,0.9524135262330096,15.069746610209927
0.44,0.43,-14.209486754928566,0.9586305930248562,15.168117347953423
0.45,0.43,-14.28761737798538,0.9639016071582615,15.251518985143642
0.46,0.43,-14.35164784765449,0.9682213667786527,15.319869214433144
0.47000000000000003,0.43,-14.40151497359267,0.9715856088048156,15.373100582397486
0.48,0.43,-14.437169542967846,0.9739910131360403,15.411160556103885
0.49,0.43,-14.458576369025478,0.9754352059286598,15.434011574954138
0.5,0.43,-14.4657143258128,0.9759167619387473,15.441631087751546
0.51,0.43,-14.458576369027375,0.9754352059286598,15.434011574956035
0.52,0.43,-14.437169542969684,0.9739910131360403,15.411160556105724
0.53,0.43,-14.401514973592453,0.9715856088048156,15.373100582397269
0.54,0.43,-14.35164784765212,0.9682213667786526,15.319869214430774
0.55,0.43,-14.287617377982894,0.9639016071582613,15.251518985141155
0.56,0.43,-14.209486754928209,0.9586305930248562,15.168117347953064
0.5700000000000001,0.43,-14.117333083979078,0.9524135262330097,15.069746610212087
0.58,0.43,-14.011247309681155,0.9452565422770497,14.956503851958205
0.59,0.43,-13.891334125885033,0.9371667042360675,14.8285008301211
0.6,0.43,-13.7577118724267,0.9281519958035118,14.685863868230213
0.61,0.43,-13.61051241833972,0.9182213134082464,14.528733731747966
0.62,0.43,-13.449881031714817,0.9073844574348497,14.357265489149666
0.63,0.43,-13.275976236336916,0.8956521225518181,14.171628358888734
0.64,0.43,-13.088969655241593,0.8830358871572187,13.972005542398811
0.65,0.43,-12.889045841345522,0.8695482019522102,13.758594043297732
0.66,0.43,-12.676402095315966,0.8552023776537011,13.531604472969667
0.67,0.43,-12.451248270858798,0.8400125718582825,13.291260842717081
0.68,0.43,-12.21380656761686,0.8239937750703863,13.037800342687246
0.6900000000000001,0.43,-11.9643113118845,0.8071617959084699,12.771473107792971
0.7000000000000001,0.43,-11.703008725356113,0.7895332455038164,12.49254197085993
0.71,0.43,-11.430156682136131,0.7711255211073547,12.201282203243485
0.72,0.43,-11.146024454249527,0.7519567889206722,11.8979812431702
0.73,0.43,-10.850892445902602,0.7320459661681683,11.58293841207077
0.74,0.43,-10.54505191675681,0.711412702428037,11.256464619184847
0.75,0.43,-10.228804694489561,0.6900773602405058,10.918882054730068
0.76,0.43,-9.90246287692706,0.6680609950124666,10.570523871939526
0.77,0.43,-9.566348524042533,0.6453853342383312,10.211733858280864
0.78,0.43,-9.220793340123015,0.6220727560576187,9.842866096180634
0.79,0.43,-8.866138346417106,0.5981462671704307,9.464284613587537
0.8,0.43,-8.502733544586814,0.5736294801326202,9.076363024719434
0.81,0.43,-8.130937571296933,0.5485465900530446,8.679484161349977
0.8200000000000001,0.43,-7.751117344284012,0.5229223507159194,8.274039694999932
0.8300000000000001,0.43,-7.363647700254287,0.4967820501518178,7.860429750406104
0.84,0.43,-6.968911024966545,0.47015148568144083,7.439062510647986
0.85,0.43,-6.567296875863686,0.4430569384567723,7.0103538143204585
0.86,0.43,-6.159201597625114,0.4155251475247597,6.574726745149874
0.87,0.43,-5.745027931020915,0.38758328343909887,6.132611214460014
0.88,0.43,-5.325184615455108,0.3592589214461809,5.68444353690129
0.89,0.43,-4.9000859855902705,0.33058001427165035,5.2306659998619205
0.9,0.43,-4.470151562450574,0.3015748645344429,4.771726426985016
0.91,0.43,-4.035805639405805,0.2722720968155142,4.3080777362213185
0.92,0.43,-3.5974768634441325,0.24270062940883755,3.84017749285297
0.93,0.43,-3.15559781214807,0.21288964578253608,3.368487457930606
0.9400000000000001,0.43,-2.7106045667921674,0.18286856577832608,2.8934731325704934
0.9500000000000001,0.43,-2.26293628198388,0.1526670165776824,2.4156032985615625
0.96,0.43,-1.8130347522719972,0.1223148034633888,1.935349555735386
0.97,0.43,-1.361343976149288,0.09184188040532161,1.4531858565546096
0.98,0.43,-0.9083097178793436,0.06127832049949939,0.969588038378843
0.99,0.43,-0.4543790675802363,0.03065428628956502,0.4850333538698013
1.0,0.43,0.0,1.1951533387425365e-16,1.1951533387425365e-16
0.0,0.44,0.0,0.0,0.0
0.01,0.44,-0.45734511639765996,0.030854388178155837,0.4881995045758158
0.02,0.44,-0.9142388883808088,0.06167832680027527,0.9759172151810841
0.03,0.44,-1.3702304169580628,0.09244139636035745,1.4626718133184202
0.04,0.44,-1.824869693543919,0.12311323742281703,1.947982930966736
0.05,0.44,-2.2777080440621305,0.15366358058358154,2.431371624645712
0.06,0.44,-2.728298571732278,0.18406227634233893,2.912360848074617
0.07,0.44,-3.1761965981032576,0.21427932485645446,3.390475922959712
0.08,0.44,-3.6209601018980573,0.244284905547193,3.8652450074452505
0.09,0.44,-4.0621501552358446,0.27404940652903054,4.336199561764875
0.1,0.44,-4.499331356800285,0.30354345383300974,4.802874810633295
0.11,0.44,-4.93207226152723,0.332737940395301,5.264810201922531
0.12,0.44,-5.359945806388618,0.3616040547823606,5.7215498611709785
0.13,0.44,-5.782529731852593,0.39011330962433655,6.172643041476929
0.14,0.44,-6.199406998603623,0.418237569728664,6.617644568332286
0.15,0.44,-6.6101661991101235,0.4459490798461028,7.056115278956226
0.16,0.44,-7.014401963633458,0.4732204920618186,7.487622455695276
0.17,0.44,-7.411715360278277,0.5000248927844716,7.9117402530627485
0.18,0.44,-7.801714288690042,0.5263358293066833,8.328050117996725
0.19,0.44,-8.184013867011204,0.552127335910664,8.736141202921868
0.2,0.44,-8.558236811713357,0.5773739594932421,9.135610771206599
0.21,0.44,-8.924013809930774,0.6020507846850031,9.526064594615777
0.22,0.44,-9.280983883927226,0.6261334584387521,9.907117342365979
0.23,0.44,-9.62879474733705,0.6495982140630308,10.278392961400082
0.24,0.44,-9.96710315282942,0.6724218946769719,10.639525047506392
0.25,0.44,-10.295575230852448,0.6945819760633463,10.990157206915795
0.26,0.44,-10.613886819122389,0.7160565888972441,11.329943408019632
0.27,0.44,-10.921723782532407,0.73682454032846,11.658548322860867
0.28,0.44,-11.218782323165442,0.7568653348962766,11.97564765806172
0.29,0.44,-11.50476928010584,0.7761591947560097,12.28092847486185
0.3,0.44,-11.779402418754112,0.794687079197354,12.574089497951466
0.31,0.44,-12.042410709358926,0.8124307034352642,12.85484141279419
0.32,0.44,-12.2935345944911,0.8293725566548314,13.122907151145931
0.33,0.44,-12.53252624519504,0.8454959192923425,13.378022164487383
0.34,0.44,-12.759149805565546,0.8607848795354714,13.619934685101017
0.35000000000000003,0.44,-12.973181625508946,0.8752243490263166,13.848405974535263
0.36,0.44,-13.174410481458967,0.8888000777517893,14.063210559210756
0.37,0.44,-13.3626377848294,0.9014986681066546,14.264136452936054
0.38,0.44,-13.537677777996977,0.9133075881153517,14.450985366112329
0.39,0.44,-13.69935771762151,0.9242151837995406,14.623572901421051
0.4,0.44,-13.847518045122488,0.9342106906791706,14.781728735801659
0.41000000000000003,0.44,-13.98201254414408,0.9432842443957239,14.925296788539804
0.42,0.44,-14.102708484853288,0.9514268904471455,15.054135375300433
0.43,0.44,-14.209486754928502,0.9586305930248562,15.168117347953359
0.44,0.44,-14.302241977108807,0.9648882429441256,15.267130220052932
0.45,0.44,-14.380882613188472,0.9701936646599785,15.35107627784845
0.46,0.44,-14.44533105435395,0.9745416223617125,15.419872676715663
0.47000000000000003,0.44,-14.495523697774509,0.9779278251400114,15.47345152291452
0.48,0.44,-14.531411009370897,0.9803489312215544,15.511759940592452
0.49,0.44,-14.552957572699512,0.9818025512669425,15.534760123966455
0.5,0.44,-14.560142123903994,0.9822872507286886,15.542429374632682
0.51,0.44,-14.552957572699825,0.9818025512669425,15.534760123966768
0.52,0.44,-14.531411009371398,0.9803489312215544,15.511759940592952
0.53,0.44,-14.495523697774974,0.9779278251400114,15.473451522914985
0.54,0.44,-14.445331054354199,0.9745416223617124,15.419872676715912
0.55,0.44,-14.380882613188408,0.9701936646599784,15.351076277848387
0.56,0.44,-14.302241977108405,0.9648882429441256,15.26713022005253
0.5700000000000001,0.44,-14.20948675492788,0.9586305930248563,15.168117347952737
0.58,0.44,-14.102708484852732,0.9514268904471456,15.054135375299877
0.59,0.44,-13.982012544143904,0.9432842443957239,14.925296788539628
0.6,0.44,-13.847518045122877,0.9342106906791707,14.781728735802048
0.61,0.44,-13.699357717622288,0.9242151837995406,14.623572901421829
0.62,0.44,-13.537677777997763,0.9133075881153518,14.450985366113114
0.63,0.44,-13.362637784829905,0.9014986681066547,14.26413645293656
0.64,0.44,-13.174410481459155,0.8888000777517892,14.063210559210944
0.65,0.44,-12.973181625508916,0.8752243490263167,13.848405974535233
0.66,0.44,-12.759149805565395,0.8607848795354712,13.619934685100866
0.67,0.44,-12.532526245194777,0.8454959192923425,13.37802216448712
0.68,0.44,-12.293534594490582,0.8293725566548313,13.122907151145414
0.6900000000000001,0.44,-12.042410709358276,0.8124307034352641,12.85484141279354
0.7000000000000001,0.44,-11.779402418753762,0.794687079197354,12.574089497951116
0.71,0.44,-11.504769280106192,0.7761591947560099,12.280928474862202
0.72,0.44,-11.218782323166437,0.7568653348962766,11.975647658062714
0.73,0.44,-10.921723782533496,0.73682454032846,11.658548322861956
0.74,0.44,-10.613886819122934,0.716056588897244,11.329943408020178
0.75,0.44,-10.295575230852224,0.6945819760633463,10.99015720691557
0.76,0.44,-9.967103152828706,0.6724218946769721,10.639525047505678
0.77,0.44,-9.628794747336311,0.6495982140630308,10.278392961399343
0.78,0.44,-9.280983883926696,0.6261334584387523,9.90711734236545
0.79,0.44,-8.924013809930408,0.6020507846850031,9.526064594615411
0.8,0.44,-8.558236811713142,0.5773739594932421,9.135610771206384
0.81,0.44,-8.184013867011307,0.5521273359106639,8.73614120292197
0.8200000000000001,0.44,-7.8017142886906345,0.5263358293066833,8.328050117997318
0.8300000000000001,0.44,-7.41171536027916,0.5000248927844714,7.911740253063631
0.84,0.44,-7.014401963634128,0.4732204920618189,7.487622455695948
0.85,0.44,-6.610166199110095,0.4459490798461029,7.056115278956198
0.86,0.44,-6.199406998602779,0.41823756972866416,6.617644568331443
0.87,0.44,-5.782529731851358,0.39011330962433655,6.172643041475695
0.88,0.44,-5.359945806387729,0.3616040547823608,5.7215498611700895
0.89,0.44,-4.932072261527126,0.33273794039530097,5.264810201922427
0.9,0.44,-4.499331356800735,0.30354345383300985,4.802874810633745
0.91,0.44,-4.062150155236328,0.27404940652903037,4.336199561765358
0.92,0.44,-3.62096010189822,0.24428490554719304,3.865245007445413
0.93,0.44,-3.176196598103245,0.2142793248564542,3.3904759229596992
0.9400000000000001,0.44,-2.7282985717324415,0.1840622763423389,2.9123608480747802
0.9500000000000001,0.44,-2.2777080440624955,0.15366358058358165,2.431371624646077
0.96,0.44,-1.8248696935440631,0.1231132374228173,1.9479829309668804
0.97,0.44,-1.3702304169575625,0.09244139636035749,1.46267181331792
0.98,0.44,-0.9142388883798,0.06167832680027547,0.9759172151800756
0.99,0.44,-0.45734511639683584,0.030854388178155782,0.4881995045749916
1.0,0.44,0.0,1.202954937448142e-16,1.202954937448142e-16
0.0,0.45,0.0,0.0,0.0
0.01,0.45,-0.4598598207979483,0.031024040510710192,0.49088386130865846
0.02,0.45,-0.9192658154734797,0.06201746403901412,0.9812832795124938
0.03,0.45,-1.377764605774896,0.0929496838177707,1.4707142895926668
0.04,0.45,-1.8349037087506013,0.12379017348055049,1.9586938822311517
0.05,0.45,-2.290231983295731,0.15450849718747373,2.4447404804832047
0.06,0.45,-2.7433000753749797,0.18507433966170983,2.9283744150366893
0.07,0.45,-3.193660861481376,0.2154575361069957,3.4091183975883714
0.08,0.45,-3.6408698898929135,0.24562810197664747,3.886497991869561
0.09,0.45,-4.0844858192917695,0.27555626256468846,4.360042081856458
0.1,0.45,-4.5240708543139805,0.3052124823898888,4.8292833367038694
0.11,0.45,-4.959191177600965,0.33456749434371996,5.293758671944684
0.12,0.45,-5.389417377925257,0.3635923285734569,5.753009706498714
0.13,0.45,-5.814324873968977,0.39225834107192575,6.206583215040903
0.14,0.45,-6.233494333333991,0.42053724194568,6.654031575279671
0.15,0.45,-6.646512086371557,0.44840112333371024,7.094913209705267
0.16,0.45,-7.052970534423512,0.475822486949134,7.528793021372646
0.17,0.45,-7.45246855207305,0.5027742712166838,7.955242823289733
0.18,0.45,-7.844611883008318,0.5292298779792163,8.373841760987533
0.19,0.45,-8.22901352910625,0.5551631987468807,8.784176727853131
0.2,0.45,-8.605294132352507,0.5805486404630472,9.185842772815553
0.21,0.45,-8.973082349221087,0.6053611507615633,9.57844349998265
0.22,0.45,-9.332015217144928,0.6295762426904153,9.961591459835343
0.23,0.45,-9.681738512716539,0.6531700188773929,10.334908531593932
0.24,0.45,-10.021907101264892,0.6761191951139105,10.698026296378803
0.25,0.45,-10.352185277462606,0.6984011233337104,11.050586400796316
0.26,0.45,-10.672247096626307,0.7199938139637693,11.392240910590077
0.27,0.45,-10.981776696383342,0.7408759576253525,11.722652654008694
0.28,0.45,-11.280468608388627,0.7610269461637978,12.041495554552425
0.29,0.45,-11.568028059785167,0.7804268929862761,12.348454952771442
0.3,0.45,-11.844171264110345,0.7990566526874577,12.643227916797803
0.31,0.45,-12.108625701360335,0.8168978399437156,12.92552354130405
0.32,0.45,-12.361130386934516,0.8339328476572204,13.195063234591736
0.33,0.45,-12.60143612919492,0.8501448643320204,13.451580993526939
0.34,0.45,-12.829305775387084,0.8655178906649581,13.694823666052041
0.35000000000000003,0.45,-13.044514445680647,0.8800367553350504,13.924551201015698
0.36,0.45,-13.246849755099262,0.8936871299757525,14.140536885075015
0.37,0.45,-13.436112023119975,0.9064555433153232,14.342567566435298
0.38,0.45,-13.612114470734486,0.9183293944713455,14.530443865205832
0.39,0.45,-13.774683404777061,0.9292969653862762,14.703980370163338
0.4,0.45,-13.923658389337636,0.9393474323917528,14.863005821729388
0.41000000000000003,0.45,-14.058892404092235,0.9484708768902487,15.007363280982483
0.42,0.45,-14.180251989394565,0.9566582951435306,15.136910284538095
0.43,0.45,-14.287617377985248,0.9639016071582615,15.251518985143509
0.44,0.45,-14.380882613188287,0.9701936646599785,15.351076277848266
0.45,0.45,-14.459955653477266,0.9755282581475768,15.435483911624843
0.46,0.45,-14.524758463308537,0.9799001230213374,15.504658586329874
0.47000000000000003,0.45,-14.575227090132323,0.9833049447784513,15.558532034910774
0.48,0.45,-14.611311727506294,0.9857393632709137,15.597051090777208
0.49,0.45,-14.632976764249356,0.9872009760215833,15.62017774027094
0.5,0.45,-14.640200819586337,0.9876883405951378,15.627889160181475
0.51,0.45,-14.632976764247768,0.9872009760215833,15.620177740269352
0.52,0.45,-14.611311727504912,0.9857393632709137,15.597051090775826
0.53,0.45,-14.575227090132955,0.9833049447784513,15.558532034911407
0.54,0.45,-14.524758463311127,0.9799001230213373,15.504658586332464
0.55,0.45,-14.459955653479732,0.9755282581475767,15.435483911627308
0.56,0.45,-14.380882613188346,0.9701936646599785,15.351076277848325
0.5700000000000001,0.45,-14.287617377982503,0.9639016071582616,15.251518985140764
